,Health Facility Name,Address,street,landmark,locality,pincode,landline_number,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Block_Name
126,PCMC-Punawle Dispensary,---,---,Near Talathi Office,Punawle,412101.0,,18.637833999999998,73.747743,580.0,Primary Health Centre,Maharashtra,Pune,Pune City,Pune City
127,PCMC-Bhatnagar Dispensary,--,--,Near Indira Gandhi Overbridge,Pimpri Camp,411017.0,,18.626855,73.797739,570.0,Primary Health Centre,Maharashtra,Pune,Pune City,Pune City
128,PCMC-Bopkhel Dispensary,---,---,Near Maruti Temple,Bopkhel,411012.0,,18.583776,73.85388499999999,585.0,Primary Health Centre,Maharashtra,Pune,Pune City,Pune City
129,PCMC-Kalewadi Dispensary,--,--,Near PCMC School,Kalewadi,411017.0,,18.616048000000003,73.787595,570.0,Primary Health Centre,Maharashtra,Pune,Pune City,Pune City
130,PCMC-Rupeenagar Dispensary,--,--,Near PCMC School,Rupeenagar,411062.0,,18.671982999999997,73.772796,580.0,Primary Health Centre,Maharashtra,Pune,Pune City,Pune City
131,Hupari A,subcenter huapri a,hupari road,valekar nager,hupari,416203.0,0,16.74,74.44,0.0,SubCentre,Maharashtra,Kolhapur,Hatkanangle,Hatkangale
132,Chandhai,SC Chandhai,Chandhai,Zillha Parishad School,Mangrulpir,444403.0,,20.284491,77.407116,0.0,SubCentre,Maharashtra,Washim *,Mangrulpir,Mangrulpir
133,Kalamba BK,SC Kalamba BK,Kalamba bk,Anganwadi Center,Mangrulpir,444403.0,,20.221782,77.349875,0.0,SubCentre,Maharashtra,Washim *,Mangrulpir,Mangrulpir
134,Manoli Kasola,SC Manoli,Manoli,Anganwadi Center,Mangrulpir,444403.0,,20.289373,77.282504,0.0,SubCentre,Maharashtra,Washim *,Mangrulpir,Mangrulpir
135,Sonkhas,SC Sonkhas,Sonkhas,"Anganwadi Center,",Mangrulpir,444403.0,,20.309988,77.317791,0.0,SubCentre,Maharashtra,Washim *,Mangrulpir,Mangrulpir
136,Risod 1,Sub Centre Risod,Risod,Anganwadi Center,Risod,444506.0,,19.978035000000002,76.782197,0.0,SubCentre,Maharashtra,Washim *,Risod,Risod
137,Risod 2,Sub  Centre Risod 2,Risod,Bus Stand,Risod,444506.0,,19.978035000000002,76.782197,0.0,SubCentre,Maharashtra,Washim *,Risod,Risod
138,Risod 3,Sub  Centre Risod 3,Risod,market,Risod,444506.0,,19.978035000000002,76.782197,0.0,SubCentre,Maharashtra,Washim *,Risod,Risod
139,Jadagaon Nahate,Sub  Centre Jalgaon Nahate,Hiwarkhed Road,Near School,Akot,444101.0,,21.088122,76.999215,0.0,SubCentre,Maharashtra,Akola,Akot,akot
140,Bhandegaon,SubCentre-Bhandegaon,,Near Talathi Sajja,Tq. Hingoli,431513.0,,19.80787,77.1281,491.10900000000004,SubCentre,Maharashtra,Hingoli *,Hingoli,Hingoli
141,Wadadbramhi,Wadad brami,Wadadbramhi,Away From Kali PHC,Long from Raod,445205.0,7236222351,19.9850452,77.6483631,350.0,SubCentre,Maharashtra,Yavatmal,Mahagaon,Mahagaon
142,Ganesh Nagar Health Post,"Laxmi Baug,","Rajaram Bane Marg,Ghatkopar bus depot",Vithal Mandir,Ghatkopar (E) - 75,400075.0,022-25001060,19.0796,72.907,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
143,Parsiwadi Dispensary,"Near Municipal School,",Ganesh Maidan,Parsiwadi,Ghatkopar West,400086.0,,19.0912,72.8991,0.0,Dispensaries,Maharashtra,Mumbai (Suburban) *,\N,\N
144,Rajawadi Municipal School Health Post,Danji Devashi Mun School Bldg.,Patel Chowk,Oppsite Jain  Mandir,Ghatkopar (E) - 75,400077.0,,19.0794,72.90100000000001,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
145,Mulund Maternity Home HP,"Smt. Jessabai Dossa Chanchani Mun. Mat, Home Bldg.","Pach Rasta ,  Mulund (W) - 80",Opp.Kirti Mahal,MULUND WEST,400080.0,022-25913280,19.1746,72.9431,0.0,Maternity Home,Maharashtra,Mumbai (Suburban) *,\N,\N
146,Mulund Colony HP,"Mulund Colony  Mun. Disp.,","Juhelal Marg,",Jaibharat College,"Mulund (W), Mumbai ?��?��?? 80",400080.0,022-25652807,19.1697,72.9357,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
147,Veer Savarkar HP,V.D.Sawarkar Mun.Gen. Hospital,"L.T.Road,",V.D.Sawarkar Mun.Gen. Hospital,Mulund East Mumbai 81,400081.0,022-21637362,19.1755,72.972,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
148,DDU Marg HP,"Dumping road,",near Mulund Check naka Bus Depot,Opp. croma,Mulund  (W)-80.,400080.0,,19.1805,72.9538,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
149,Nanepada Health Post,"Nanepada Village,","Near Sachin Society,",SACHIN SOCIETY,Mulund (E) - 81,400081.0,,19.165010000000002,72.9521,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
150,DDU HP - 2,"Nanepada Village,","Near Sachin Society,",Sachin Society,Mulund (E) - 81,400081.0,022-2162231,19.1805,72.9538,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
151,M.T.Agarwal Hospital,"Mun. Market Galli, Near Tridev Apts.",Opp. R.C. Company Bhakti  Marg,Opp.R.C.Company,Mulund (W) - 80,400080.0,022-25692316,19.1779,72.9462,0.0,Sub-District Hospital,Maharashtra,Mumbai (Suburban) *,\N,\N
152,V.D. SAWARKAR HOSPITAL,V.D.Sawarkar Mun.Gen. Hospital,"L.T.Road,",V.D.Sawarkar Mun.Gen. Hospital,Mulund East Mumbai 81,400081.0,022-21637362,19.1746,72.9431,0.0,Sub-District Hospital,Maharashtra,Mumbai (Suburban) *,\N,\N
153,Mulund Colony Dispensary,"Mulund Colony  Mun. Disp.,","Juhelal Marg,",Jaibharat College,"Mulund (W), Mumbai ?��?��?? 80.",400080.0,022-25652807,19.1697,72.9357,0.0,Dispensaries,Maharashtra,Mumbai (Suburban) *,\N,\N
154,Wetale,Wetale,SC Wetale,,,412404.0,,73.790035,18.948484,0.0,SubCentre,Maharashtra,Pune,Khed,Khed
155,M.T. Agrwal HP,"Mun. Market Galli, Near Tridev Apts.",Opp. R.C. Company Bhakti  Marg,Opp.R.C.Company,MULUND WEST MUMBAI,400080.0,022-25692316,19.1779,72.9462,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
156,Savitribai Jyotiba Phule???�Maternity Home Bhandup,"Savitribai Fule Maternity Home,  Opposite to Bhandup signal, Bhandup(W),",Bhandup Station L.B.Sroad Signal,LBS Road,Bhandup (West),400078.0,0222-25955575,19.1463,72.9345,0.0,Maternity Home,Maharashtra,Mumbai (Suburban) *,\N,\N
157,Shivaji Talao Health Post and Dispensary,"Ganga Vidhyalay  School, Kokan Nagar Shivaji Talao, .,",S. P. S. Road,"Ganga Vidhyalay  School,",Bhandup (W) - 400078,400078.0,022-25944395,19.1475,72.9299,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
158,Tembhipada Health Post,"Tembhipada Mun. Disp.,",Tembhi Pada,,"Tembhi Pada (W), Mumbai",400078.0,,19.1484,72.9296,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
159,Tulshetpada Health Post and Dispensary,"Tulset pada Disp., Tulset pada,  Municipal School, Bhandup (W),",Tank Road,Near Mun. School,"Bhandup (W),Mumbai",400078.0,022-25943316,19.1568,72.9291,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
160,Kanjur Village HP,"Kanjur village, Kanjurmarg (E) - 42 Disp",Near Kanjur Police Station,Near Kanjur Village Police Station,Kanjur Village (East),400042.0,022-25790160,19.1317,72.9352,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
161,Hiranandani Health Post,"Shiivkrupa Apts. Below Nehal Hospital , I.I.T Market  Powai (W)","Padmawati  Road,",Nehal Hospital,"Pawai, Mumbai",400076.0,022-25784580,19.1183,72.9091,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
162,Paspoli Village Health Post,Hiranandani Complex,Next to  Powai Plaza,Powai Plaza,Powai (W) Mumbai,400076.0,022-2572667787,19.1183,72.9091,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
163,Kannamwar Nagar Health Post,"Krantivir Mhatma Jyotiba Phule  Mun.Gen. Hosp., .","Mun.Gen. Hosp., Kannamwar Nagar  No.2",Krantivir Mhatma Jyotiba Phule,Vikroli (E),400083.0,022-2572667787,19.1183,72.9386,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
164,Maasaheb Meenatai Thackeray Maternity Home Chunabhatti,Maa Saheb Minatai Thakare Mun. Mat. Home,V. N. Purav Marg,Sion ?��?��?? Trombay Road,Chunabhatti,400022.0,022-24053233,19.0515,72.8687,0.0,Maternity Home,Maharashtra,Mumbai (Suburban) *,\N,\N
165,Wadgaon Landga,1,1,near road,Wadgaon Landga,,7387034114,19.57216,74.09308,0.0,SubCentre,Maharashtra,Ahmadnagar,Sangamner,Sangamner
166,Yelwadi,,,,Yelwadi,412109.0,,18.732671,73.76259300000001,0.0,SubCentre,Maharashtra,Pune,Khed,Khed
167,Kharpundi,Kharpundi,Kharpundi,Aanganwadi,Gadchiroli,442605.0,,20.195513000000002,80.025272,211.05700000000002,SubCentre,Maharashtra,Gadchiroli,Gadchiroli,Gadchiroli
168,Moroshi,Sub centre Building,Opposite Kalyan-Ahmednagar highway,Near Hanuman mandir,Moroshi village,421402.0,,19.334703,73.68765,0.0,Primary Health Centre,Maharashtra,Thane,Murbad,Murbad
169,Mahatma Gandhi Institute of Medical Sciences,Kasturba Health Society Seva Gram,Wardha,.,.,442102.0,18002330002,20.7393,78.6609,0.0,Medical Colleges Hospital,Maharashtra,Wardha,Wardha,Wardha
170,Kakandi,sub center Kakandi,sub center Kakandi,sub center Kakandi,sub center Kakandi,431806.0,,19.06951,77.36794300000001,0.0,SubCentre,Maharashtra,Nanded,Nanded,Nanded
171,Chinchani 3,PHC Chinchani,K.D.High school road,near K.D.High School,gavdevi mandir,401503.0,242117,19.88749458,72.68709183,15.0,SubCentre,Maharashtra,Palghar,Dahanu,\N
172,Tambolpada,At.Vevaji Tambolpada Post.Zai Tal.Talasari .Dist.Palghar,Umbargaon Bordi Road,Vevaji,Vevaji,401606.0,,20.118609,72.77861,31.101,SubCentre,Maharashtra,Palghar,Talasari,\N
173,DMO Ahmednagar,"Old Civil Hospital, DMO Office, Ahmednagar","Near Z.P. Store, Neta Subhas Chouk, Chitale Road, Ahmednagar",,,414001.0,0241-2345940,19.095208,74.749592,0.0,Sub-District Hospital,Maharashtra,Ahmadnagar,Nagar,Nagar
174,DMO Bhandara,District Maleria Office,"Warthi Road, Shastri Chowk",,Bhandara,441904.0,07184-252473,21.162173000000003,79.659835,0.0,Sub-District Hospital,Maharashtra,Bhandara,Bhandara,Bhandara
175,DMO Gondia,Civil line gondia,Kapase Chouk Gondia,Shitala mata mandir,,441614.0,07182-233790,21.44764,80.198479,0.0,Sub-District Hospital,Maharashtra,Gondiya *,Gondiya,Gondia
176,Bhapada,Sub Center Bhapada,SC Bhapada Road,Near ZP School Bhapada,Bhapada,442707.0,,19.952575,80.480175,296.237,SubCentre,Maharashtra,Gadchiroli,Etapalli,Etapalli
177,Dawandi,Sub Center Dawandi,SC Dawandi Road,Near Zp School Dawandi,Dawandi Tah Armori,441208.0,,20.41905,80.22714599999999,243.245,SubCentre,Maharashtra,Gadchiroli,Armori,Armori
178,Khambala,Sub Center Khambala,SC Khambala Road,Near Gram Panchayat Khambala,"Khambala, Tah Dhanora",442606.0,,20.452347,80.351901,249.146,SubCentre,Maharashtra,Gadchiroli,Dhanora,Dhanora
179,DMO Osmanabad,Centrel Building,Osmanabad,Osmanabad,Osmanabad,413501.0,02472-223316,18.17,76.05,0.0,Sub-District Hospital,Maharashtra,Osmanabad,Osmanabad,Osmanabad
180,DMO Wardha,Civil Hospital Wardha,Wardha,Wardha,Wardha,442001.0,7152242960,20.7163,78.583832,0.0,Sub-District Hospital,Maharashtra,Wardha,Wardha,Wardha
181,Wakana,Wakana sc,near Rudhana,Sangrampur,,444202.0,07266-232543,21.029872,76.67761800000001,0.0,SubCentre,Maharashtra,Buldana,Sangrampur,Sangarmpur
182,Bavanbir,Bavanbir,Bavanbir,Bavanbir,,444201.0,07266-237238,20.991011999999998,76.733623,0.0,SubCentre,Maharashtra,Buldana,Sangrampur,Sangarmpur
183,DMO,District Malerai Office,RTO Office Road,Tea Point,"Complex, Z. P. Area",442605.0,7132222214,20.173198,79.980909,204.78099999999998,Sub-District Hospital,Maharashtra,Gadchiroli,Gadchiroli,Gadchiroli
184,Khamgaon Municipal Council1,Khamgaon Municipal Council1,Nagar palika Khamgaon,,,443303.0,9405106134,20.711622,76.566128,0.0,Urban Health Centre,Maharashtra,Buldana,Khamgaon,khamgaon
185,Malkapur Municipal Council,Malkapur Municipal Council,Nagar palika Malkapur,,,443101.0,7588566030,20.884395,76.20337099999999,0.0,Urban Health Centre,Maharashtra,Buldana,Malkapur,Malkapur
186,Super speciality Hospital,Super speciality Hospital,Super speciality Hospital,"Behind Medical College, Hanuman Nagar, Hanuman Nagar, Nagpur, Maharashtra","Behind Medical College, Hanuman Nagar, Hanuman Nagar, Nagpur, Maharashtra",440009.0,0712 275 0122,21.073504999999997,79.05483100000001,0.0,District Hospital,Maharashtra,Nagpur,\N,\N
187,Super speciality Hospital,Super speciality Hospital,Behind Medical College,Hanuman Nagar,Hanuman Nagar,440009.0,0712 275 0122,21.073504999999997,79.05483100000001,0.0,District Hospital,Maharashtra,Nagpur,Nagpur (Urban),\N
188,dr. babasaheb ambedkar hospital and research center nagpur,dr. babasaheb ambedkar hospital and research center nagpur,"Jaripatka,","Jaripatka, Nagpur","Near Jasvant Tuli Mall, Balabhaupeth, Nagpur, Maharashtra",440026.0,"712-2631018, 2631019.",21.1458,79.088155,0.0,District Hospital,Maharashtra,Nagpur,Nagpur (Urban),\N
189,Indira gandhi rugnalaya nagpur,INDIRA GANDHI RUGNALAYA,"Corporation Colony,Gandhi Lay Out",NORTH AMBAZARI ROAD,GANDHI NAGAR,440010.0,7122726126,21.133255,79.053912,0.0,District Hospital,Maharashtra,Nagpur,Nagpur (Urban),\N
190,Saoner MCL,Saoner,Near Market,Saoner,Saoner,441107.0,7133237167,21.361313,78.93340400000001,0.0,Urban Health Centre,Maharashtra,Nagpur,Savner,Savner
191,Mahatma Gandhi Institute of Medical Sciences  (MGIMS) /Kasturba Hospital/Sevagram,Mahatma Gandhi Institute of Medical Sciences,Sevagram,Bapu Kuti Raod,Sevagram,442102.0,"07152284341, 7440977777",20.739514,78.657399,259.0,Medical Colleges Hospital,Maharashtra,Wardha,Wardha,Wardha
192,DMO Sindhudurg,Z.P.Building,-,-,Sindhudurgnagari (Oros Bk),456812.0,2362228868,0.0,0.0,0.0,Sub-District Hospital,Maharashtra,Sindhudurg,Kudal,Kudal
193,AVBRH,Acharya Vinoba Bhave Rural Hospital,Sawangi Road,Nagthana Road,Sawangi Meghe,440022.0,7152287701,20.714714,78.575828,277.0,Medical Colleges Hospital,Maharashtra,Wardha,Wardha,Wardha
194,Rural Health Training Centre & Hospital Palghar,Health Post Near RH Palghar,Kacheri Road,Kachari Road,Palghar,401404.0,,19.693754000000002,72.770775,19.854,Primary Health Centre,Maharashtra,Palghar,Palghar,\N
195,DMO Beed,Infront of Tahsil Beed,Beed,Tahsil Office,Beed,431122.0,2442222625,18.99035016,75.74996294,0.0,Sub-District Hospital,Maharashtra,Beed,Bid,Bid
196,Civil Dispensary Ambejogai,Juna Bazaar Ambajogai,Juna Bazaar Ambajogai,Jogai Temple,,431517.0,,18.73652449,76.39001054,0.0,Primary Health Centre,Maharashtra,Beed,Ambejogai,Ambajogai
197,Distrct Maleria Office (DMO),Anand Nagar Nanded,Anand Nagar Nanded,Anand Nagar Nanded,Anand Nagar Nanded,431602.0,,19.104642000000002,77.311493,0.0,Sub-District Hospital,Maharashtra,Nanded,Nanded,Nanded
198,NDMC Khadakpura,Khadakpura UPHC Nanded,Khadakpura UPHC Nanded,Khadakpura UPHC Nanded,Khadakpura UPHC Nanded,431606.0,,19.150479100000002,77.3025348,0.0,Urban Health Centre,Maharashtra,Nanded,Nanded,Nanded
199,DMO satara,Old civil hospital,Rajpath,satara,satara,415002.0,,17.6861,74.0023,0.0,Sub-District Hospital,Maharashtra,Satara,Satara,Satara
200,Shivane,Shivane Sub Centre,shivane,,At. Post Shivane,413306.0,,17.519756,75.1435,0.0,SubCentre,Maharashtra,Solapur,Sangole,Sangola
201,DMO Raigad,District Maleria Office,District Maleria Office,"Near Dr. Waje Maternity Home Shribag,Alibag",Tal Alibag Dist Raigad,402201.0,02141- 227756,18.648,72.88051999999999,7.0,Sub-District Hospital,Maharashtra,Raigarh,Alibag,Alibag
202,DMO Latur,Latur,Latur,Latur,Latur,413512.0,2382224366,18.396474100000002,76.57356750000001,0.0,Sub-District Hospital,Maharashtra,Latur,Latur,Latur
203,MCL Latur,Main Road,Latur,Latur,Latur,413512.0,,18.396474100000002,76.57356750000001,0.0,Community Health Center,Maharashtra,Latur,Latur,Latur
204,NDMC Sangavi,Sanghavi Nanded,Sanghavi Nanded,Sanghavi Nanded,Sanghavi Nanded,431704.0,,19.270994,77.340978,0.0,Urban Health Centre,Maharashtra,Nanded,Nanded,Nanded
205,DMO Chandrapur,District Maleria Office,Durgapur Road,Near Ramnagar Police Station Hospital,Chandak Medical Store,442401.0,07172-253331,19.96819,79.30206,0.0,Sub-District Hospital,Maharashtra,Chandrapur,Chandrapur,Chandrapur
206,Chikhli Municipal Council,MLC CHIKHALI,District Buldana,,,443201.0,9420119064,20.348485999999998,76.252943,0.0,Urban Health Centre,Maharashtra,Buldana,Chikhli,Chikhali
207,Shegaon Municipal Council,MLC SHEGAON,District Buldana,,,444203.0,9421494344,20.793699,76.695267,0.0,Urban Health Centre,Maharashtra,Buldana,Shegaon,Shegaon
208,Ravangaon,Ravangaon,Ravangaon,Ravangaon,Ravangaon,431801.0,,18.522289699999998,77.41896009999999,0.0,SubCentre,Maharashtra,Nanded,Bhokar,Bhokar
209,Bavdhan,1861,Wai-bavdhan road,,Bavdhan,412804.0,,17.912975,73.896105,0.0,Primary Health Centre,Maharashtra,Satara,Wai,Wai
210,DMO Parbhani,House No 23,Rachana Nagar,Karegaon Road,Sub Dist Parbhani Dist Parbhani,431401.0,,19.256465,76.80025,349.0,Sub-District Hospital,Maharashtra,Parbhani,Parbhani,Parbhani
211,District Maleria Office,Washim,Washim,Back side of RTO Office,Washim,444505.0,7252235549,20.104751,77.116178,0.0,Sub-District Hospital,Maharashtra,Washim *,Washim,Washim
212,SDH DMO,DMO Office,Durga Chauk,Near Dy.Director Office Akola,Akola,444001.0,,20.713798,77.006895,0.0,Sub-District Hospital,Maharashtra,Akola,Akola,akola
213,AKMC KGMR,Kasturba Gandhi Mahila Rugnalaya,"Dabki Road, Akola",Near Muncipal Corporation School Akola,Akola,444002.0,,20.709321,76.98646600000001,0.0,Urban Health Centre,Maharashtra,Akola,Akola,akola
214,AKMC KBH HOSPITAL,kisnabai Bhartiya Hospital,"Tilak Road,Akola",Near Savatram Mill,Akola,444002.0,,20.708557,76.995092,0.0,Urban Health Centre,Maharashtra,Akola,Akola,akola
215,Urban Health Training Centre & Hospital,Shivaji Nagar Nanded,Shivaji Nagar Nanded,Shivaji Nagar Nanded,Shivaji Nagar Nanded,431602.0,,19.166460999999998,77.30533,0.0,Urban Health Centre,Maharashtra,Nanded,Nanded,Nanded
216,Pandhurli,PHC PANDHURLI,IN VILLAGE,NEAR MARKET YARD,PANDHURLI,422502.0,,19.81195,73.83681,0.0,Primary Health Centre,Maharashtra,Nashik,Sinnar,Sinnar
217,Rajawadi Hospital,Danji Devashi Mun School Bldg.,Patel Chowk,Oppsite Jain  Mandir,"Ghatkopar (E) , Mumbai 400075",400075.0,,19.0787,72.9012,0.0,Sub-District Hospital,Maharashtra,Mumbai (Suburban) *,\N,\N
218,Pant Nagar HP (Existing UPHC),"Pant Nagar Dispensary,",Near Mun.School No.3,,"Ghatkopar (E) , Mumbai 400075",400075.0,,19.0856,72.9082,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
219,GRANT GOVERNMENT MEDICAL COLLEGE & SIR JJ GROUP OF HOSPITALS,GRANT GOVERNMENT MEDICAL COLLEGE,AND SIR JJ GROUP OF HOSPITALS,,BYCULLA MUMBAI,400008.0,23743066,18.9631,72.8319,0.0,Medical Colleges Hospital,Maharashtra,Mumbai,\N,\N
220,Kasturba Hospital,KASTURBA HOSPITAL,SANE GURUJI MARG,OPP AURHUR ROAD JAIL,chinchpokali mumbai,400011.0,23092458,18.9825,72.8292,0.0,Civil Hospital/General Hospital,Maharashtra,Mumbai,\N,\N
221,EYE HOSPITAL KAMATHIPURA,EYE HOSPITAL,M.S ALI MARG,,GRANT ROAD MUMBAI,400008.0,23082632,18.9623,72.8323,0.0,Civil Hospital/General Hospital,Maharashtra,Mumbai,\N,\N
222,NAIR DENTAL COLLEGE & HOSPITAL,NAIR DENTAL COLLEGE & HOSPITAL,Dr .Nair Road,,MUMBAI CENTRAL MUMBAI,400008.0,23081491 /23027000,18.9812,72.8152,0.0,Medical Colleges Hospital,Maharashtra,Mumbai,\N,\N
223,SETH ATTMASINGH JESSASINGH BANKEBEHARI,SETH ATTMASINGH JESSASINGH BANKEBEHARI,P. M ROAD,,FORT MUMBAI,400001.0,222042526,18.9352,72.8371,0.0,Sub-District Hospital,Maharashtra,Mumbai,\N,\N
224,Sainath Nagar HP (UPHC),"Ramabai Thakre Mat. Home,","Gr. Floor,","Sainath Nagar,","Ghatkopar (W), Mumbai - 86",400086.0,,19.121,72.9103,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
225,Sant Muktabai Hospital,"Sant Muktabai Mun. Gen. Hospital, ,","Sant Muktabai Mun. Gen. Hospital,",Barve Nagar,Ghatkopar (W),400086.0,,19.0997,72.9029,0.0,Sub-District Hospital,Maharashtra,Mumbai (Suburban) *,\N,\N
226,Dr.Anandibai Joshi Maternity Home Bail Bazar,"Bail Bazar,",Kurla Anderi Road,Kurla  West Mumbai - 70,Mumbai - 70,400070.0,022-25133336,19.08551,72.8812,0.0,Maternity Home,Maharashtra,Mumbai (Suburban) *,\N,\N
227,DMO Aurangabad,BABA PETROL PUMP NEAR BY,DD OFFICE 2ND FLOAR,MAHAVEER CHOUK AURANGABAD,AURANGABAD,431001.0,8275388772,19.873533,75.315709,0.0,Sub-District Hospital,Maharashtra,Aurangabad,Aurangabad,Aurangabad
228,GTB HOSPITAL,GTB HOSPITAL,JERBAI WADIA MARG,,SEWREE MUMBAI,400015.0,022-24146993,19.0055,72.8531,0.0,Civil Hospital/General Hospital,Maharashtra,Mumbai,\N,\N
229,DMO Hingoli,Collector Office Hingoli,Nanded Road,,infront of Naik Nagar,431513.0,,77.15,19.72,0.0,Sub-District Hospital,Maharashtra,Hingoli *,Hingoli,Hingoli
230,DMO Jalna,Old Tahsil Office,Old Jalna,Kacheri Road Jalna,,431203.0,2482220554,19.84074053,75.87435149,0.0,Sub-District Hospital,Maharashtra,Jalna,Jalna,Jalna
231,Machindra,Machidra,Nadi Jawad,Z. P. School,1,445303.0,9765749556,20.17655972,78.89161558,16.0,SubCentre,Maharashtra,Yavatmal,Maregaon,Maregaon
232,Deonar Mat.Home,"Near Deonar Mun. Mat. Home,","Deonar Colony,","Deonar Colony, Near Nala, Govandi","Near Nala, Govandi, (W)",400043.0,022-25580116,19.0661,72.95123000000001,0.0,Maternity Home,Maharashtra,Mumbai (Suburban) *,\N,\N
233,Lotus Colony  Health Post,"Lotus Colony, Shivaji Nagar,",Shivaji Nagar,Shivaji Nagar,"Govandi, west",400043.0,,19.0622,72.9239,0.0,Urban Health Centre,Maharashtra,Mumbai (Suburban) *,\N,\N
234,Shivaji Nagar Health Post,"Plot No. 44, R. No.4, ,","Shivaji Nagar UHC,",Near Ram Temple,"Govandi, Mumbai",400044.0,25556579,19.0666,72.9294,0.0,Urban Health Centre,Maharashtra,Mumbai (Suburban) *,\N,\N
235,Mankhurd Health Post,"Vijay Malang Bld -98 Gala No 3 & 4, Ground Floor",Ghatkopar Vashi Link Road,Vashi Link Road Mankhurd,Mankhurd (west),400043.0,022-25512274,19.0532,72.9326,0.0,Urban Health Centre,Maharashtra,Mumbai (Suburban) *,\N,\N
236,Ayodhya Nagar Health Post and Dispensary,"Ayodhyanagar disp.,",vashi naka bus stop,"Near Fish Market , Chembur (E)",Chembur (Eest),400074.0,25547375,19.0328,72.8963,0.0,Urban Health Centre,Maharashtra,Mumbai (Suburban) *,\N,\N
237,Ayodhya Nagar  2  Health Post and Anik Nagar Dispensary,"Suraksha Society Bld. - 4 ,","1 Floor, Shashtri  Nagar Road",Shashtri  Nagar Road Vashi Naka,Vashi Naka - 74,400074.0,,19.0771,72.9989,0.0,Urban Health Centre,Maharashtra,Mumbai (Suburban) *,\N,\N
238,"Vashinaka, L.U.Gadkar Marg (New Proposed)","Aman Society R-1,",Vishnu Nagar,L.U.Gadkari Marg,Mhada Chembur (East),400074.0,,19.0328,72.8963,0.0,Urban Health Centre,Maharashtra,Mumbai (Suburban) *,\N,\N
239,Shahaji Nagar Maternity Home Cheeta Camp,"Sahaji Nagar Mat. Home,",Near Cheeta Camp Police Station,"V.N. Purav Marg,",Trombay -,400088.0,022-25580125,19.0361,72.9486,0.0,Maternity Home,Maharashtra,Mumbai (Suburban) *,\N,\N
240,Lallubhai Compound Dispensary,"Lallubhai compound Disp., R-4 Bldg., MMRDA, Behind Shivam High School, Deonar,  -400043","Lallubhai compound Disp., R-4 Bldg.,","MMRDA, Behind Shivam High School,",Deonar,400043.0,,19.0521,72.9272,0.0,Dispensaries,Maharashtra,Mumbai (Suburban) *,\N,\N
241,Baiganwadi Health Post,"Near  Baiganwadi Mun. , Baiganwadi",School No.5,Baiganwadi Mun.School Govandi (W),Govandi West,400043.0,,19.0589,72.9235,0.0,Urban Health Centre,Maharashtra,Mumbai (Suburban) *,\N,\N
242,Baiganwadi 2 Health Post,Near  Baiganwadi Mun.,"School No.5, Govandi",Near  Baiganwadi Mun. School No.5,Govamdo (West).,400043.0,,19.0622,72.9239,0.0,Urban Health Centre,Maharashtra,Mumbai (Suburban) *,\N,\N
